id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0109,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,AUTO,Tout élément agrégé cliquable doit ouvrir un breakdown cohérent avec la valeur affichée.,"Les filtres, période, unité et périmètre sont transmis au détail.","S06,S30",active,1.0.0
UXR-0110,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,SEMI,Le niveau de drill-down doit être déterminé avant l'implémentation du composant.,"La Screen Specification décrit destination, données et comportement du retour.","S06,S30",active,1.0.0
UXR-0111,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,MANUAL,Un clic sur une ligne ou une carte doit avoir un résultat prévisible et cohérent dans tout le produit.,Le pattern de navigation est documenté et partagé.,"S06,S30",active,1.0.0
UXR-0112,6,"Profondeur de page, drill-down, drawers et sous-pages",SHOULD,P2,MANUAL,L'aperçu rapide doit éviter de répéter intégralement la page de détail.,Il montre seulement les informations nécessaires pour décider d'aller plus loin.,"S06,S30",active,1.0.0
UXR-0113,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,SEMI,Les pages de détail doivent exposer les relations métier et non seulement les propriétés de l'objet.,Au moins les relations utiles à l'investigation sont navigables.,"S06,S30",active,1.0.0
UXR-0114,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,AUTO,Le retour depuis un détail doit conserver l'objet ou la ligne d'origine visible lorsque possible.,La sélection et le scroll sont restaurés ou un repère est fourni.,"S06,S30",active,1.0.0
UXR-0115,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST NOT,P1,MANUAL,Le drill-down ne doit pas aboutir à une page plus pauvre que l'aperçu qui l'a déclenché.,"La page dédiée ajoute contexte, historique, relations ou actions vérifiables.","S06,S30",active,1.0.0
UXR-0116,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,AUTO,"Les routes de détail doivent renvoyer 404 ou 403 réels, jamais un objet par défaut ou le premier objet disponible.",Les tests comparent plusieurs IDs valides et invalides.,"S06,S30",active,1.0.0
UXR-0117,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,AUTO,Les pages parentes doivent pouvoir refléter un changement effectué dans un détail sans rechargement global inutile.,Le cache est invalidé précisément et l'état de liste reste cohérent.,"S06,S30",active,1.0.0
UXR-0118,6,"Profondeur de page, drill-down, drawers et sous-pages",SHOULD,P2,SEMI,Les liens profonds doivent pouvoir être partagés sans révéler des informations non autorisées dans l'URL.,Les paramètres sensibles restent côté serveur ou sont opaques.,"S06,S30",active,1.0.0
UXR-0119,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,SEMI,Les sous-pages doivent partager un header d'entité stable pour réduire la désorientation.,"Nom, statut, contexte et actions essentielles restent cohérents entre onglets.","S06,S30",active,1.0.0
UXR-0120,6,"Profondeur de page, drill-down, drawers et sous-pages",MUST,P1,AUTO,"La profondeur finale doit être validée sur un parcours complet, pas uniquement écran par écran.","Un test E2E traverse L0, L1, L2, L3 et revient au contexte initial.","S06,S30",active,1.0.0
UXR-0121,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,Le layout doit refléter l'ordre de décision défini par le contrat de page.,"Les premières zones contiennent contexte, état, exception et action principale.","S07,S08,S09,S11,S15",active,1.0.0
UXR-0122,7,"Layout, grille et hiérarchie visuelle",MUST,P1,SEMI,Les alignements doivent suivre une grille ou des lignes directrices cohérentes.,"Les bords, titres, valeurs et contrôles partagent des axes visibles.","S07,S08,S09,S11,S15",active,1.0.0
UXR-0123,7,"Layout, grille et hiérarchie visuelle",MUST NOT,P1,MANUAL,Les espaces vides ne doivent pas être remplis par des cartes ou graphiques sans question utilisateur.,Chaque bloc possède un objectif et une source de données.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0124,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,"La hiérarchie doit utiliser d'abord position, taille, espacement et typographie avant la couleur ou l'ombre.",Le sens reste compréhensible en niveaux de gris.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0125,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,"Les éléments les plus importants doivent recevoir la plus grande priorité visuelle, pas nécessairement la plus grande surface.",La revue compare priorité métier et saillance perceptive.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0126,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,Les groupes visuels doivent correspondre à des relations sémantiques réelles.,La proximité et le contenant n'associent pas des informations sans lien.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0127,7,"Layout, grille et hiérarchie visuelle",SHOULD,P2,MANUAL,Le nombre de niveaux de surface simultanés doit rester limité pour éviter l'effet de panneaux imbriqués.,Les cartes dans les cartes sont supprimées ou justifiées.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0128,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,Les lignes de lecture et la densité doivent être adaptées à la tâche et au niveau d'expertise.,Le profil workstation n'utilise pas les mêmes espacements que le tactile.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0129,7,"Layout, grille et hiérarchie visuelle",MUST,P1,AUTO,Les zones interactives ne doivent pas se chevaucher ou dépendre de coordonnées fragiles.,Le layout reste utilisable au zoom et avec contenu long.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0130,7,"Layout, grille et hiérarchie visuelle",MUST NOT,P1,AUTO,Le positionnement absolu ne doit pas être utilisé pour la structure principale d'une page responsive.,"La mise en page principale repose sur grid, flex ou flux normal.","S07,S08,S09,S11,S15",active,1.0.0
UXR-0131,7,"Layout, grille et hiérarchie visuelle",MUST,P1,SEMI,Les largeurs maximales de contenu textuel doivent préserver une longueur de ligne lisible.,Les paragraphes ne s'étendent pas sur toute une grande workstation sans contrainte.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0132,7,"Layout, grille et hiérarchie visuelle",MUST,P1,AUTO,Les tableaux et graphiques doivent disposer d'un espace suffisant ou basculer vers un mode adapté.,Aucun contenu critique n'est compressé au point de devenir illisible.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0133,7,"Layout, grille et hiérarchie visuelle",SHOULD,P2,MANUAL,Les layouts répétitifs entre domaines doivent être évités lorsque les questions métier diffèrent.,Chaque page choisit la structure qui sert sa tâche principale.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0134,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,Une zone principale doit être identifiable sans ambiguïté parmi les panneaux secondaires.,Le focus visuel et la structure de titres désignent le contenu central.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0135,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,Les contrôles liés à une zone doivent être placés près de cette zone.,Un filtre local ne semble pas agir sur toute la page et inversement.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0136,7,"Layout, grille et hiérarchie visuelle",MUST,P1,AUTO,Les variations de hauteur dues au chargement doivent être réservées pour limiter les déplacements de layout.,"Skeletons, dimensions d'images et placeholders stabilisent la géométrie.","S07,S08,S09,S11,S15",active,1.0.0
UXR-0137,7,"Layout, grille et hiérarchie visuelle",SHOULD,P2,SEMI,Les panneaux secondaires peuvent être repliables sur laptop lorsque leur absence ne bloque pas la décision.,L'état replié est mémorisé et accessible.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0138,7,"Layout, grille et hiérarchie visuelle",MUST,P1,AUTO,Les contenus proches du bord d'écran doivent conserver une marge fonctionnelle et tactile.,Aucun contrôle n'est collé au viewport ou masqué par le système.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0139,7,"Layout, grille et hiérarchie visuelle",MUST,P1,AUTO,"Le layout doit être testé avec données minimales, maximales, libellés longs et valeurs extrêmes.",Les stories de stress ne produisent ni overlap ni troncature silencieuse.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0140,7,"Layout, grille et hiérarchie visuelle",MUST,P1,MANUAL,"Toute exception de grille doit être intentionnelle, documentée et visuellement alignée avec le reste du produit.",La PR explique la raison métier ou perceptive de la rupture.,"S07,S08,S09,S11,S15",active,1.0.0
UXR-0141,8,Responsive et conception adaptative,MUST,P0,AUTO,Toutes les fonctionnalités essentielles doivent rester accessibles à 320 CSS px de largeur ou à un zoom équivalent.,Les tests reflow n'imposent pas de scroll horizontal global.,"S01,S08,S09,S15",active,1.0.0
UXR-0142,8,Responsive et conception adaptative,MUST,P0,AUTO,Le texte doit pouvoir être agrandi à 200 % sans perte de contenu ni d'action.,"Le test navigateur vérifie clipping, recouvrement et disparition.","S01,S08,S09,S15",active,1.0.0
UXR-0143,8,Responsive et conception adaptative,MUST,P1,MANUAL,"Le responsive doit prioriser les informations selon leur importance, pas simplement les empiler dans l'ordre DOM existant.",La Screen Specification définit les priorités par profil de viewport.,"S01,S08,S09,S15",active,1.0.0
UXR-0144,8,Responsive et conception adaptative,MUST,P1,MANUAL,"Les breakpoints doivent être déclenchés par la rupture du contenu, non par des modèles d'appareils particuliers.",Les composants s'adaptent lorsque leur contenu ne tient plus correctement.,"S01,S08,S09,S15",active,1.0.0
UXR-0145,8,Responsive et conception adaptative,MUST,P1,AUTO,"Chaque composant de données doit définir ses colonnes, métriques ou actions prioritaires par largeur disponible.",La configuration responsive est explicite et testée.,"S01,S08,S09,S15",active,1.0.0
UXR-0146,8,Responsive et conception adaptative,MUST NOT,P0,AUTO,Une navigation mobile ne doit pas masquer des domaines autorisés par une tranche arbitraire des premiers liens.,Un menu « Plus » ou une navigation complète reste disponible.,"S01,S08,S09,S15",active,1.0.0
UXR-0147,8,Responsive et conception adaptative,MUST,P1,MANUAL,"Une table complexe doit proposer une stratégie mobile dédiée comme liste structurée, colonnes prioritaires ou page détail.",Le mobile ne dépend pas d'un scroll horizontal aveugle pour les tâches courantes.,"S01,S08,S09,S15",active,1.0.0
UXR-0148,8,Responsive et conception adaptative,MUST,P1,MANUAL,Les actions dangereuses doivent rester difficiles à déclencher accidentellement sur écran tactile.,"Elles sont séparées, confirmées et non placées près des actions fréquentes.","S01,S08,S09,S15",active,1.0.0
UXR-0149,8,Responsive et conception adaptative,MUST,P1,AUTO,Les overlays doivent tenir dans le viewport et permettre le scroll interne sans piéger l'utilisateur.,"Les tests couvrent clavier virtuel, orientation et zoom.","S01,S08,S09,S15",active,1.0.0
UXR-0150,8,Responsive et conception adaptative,MUST,P1,MANUAL,Le contenu critique ne doit pas être caché uniquement parce que l'écran est petit.,"Il est reformulé, condensé ou déplacé vers une sous-page accessible.","S01,S08,S09,S15",active,1.0.0
UXR-0151,8,Responsive et conception adaptative,SHOULD,P2,AUTO,"Les layouts workstation peuvent utiliser des rails et panneaux simultanés, mais doivent dégrader vers une colonne principale cohérente.",Le passage de XL à laptop conserve le fil de décision.,"S01,S08,S09,S15",active,1.0.0
UXR-0152,8,Responsive et conception adaptative,MUST,P1,AUTO,Les contrôles de filtre doivent rester visibles ou clairement accessibles sur mobile.,Un indicateur montre les filtres actifs même lorsque le panneau est fermé.,"S01,S08,S09,S15",active,1.0.0
UXR-0153,8,Responsive et conception adaptative,MUST,P1,AUTO,Les changements d'orientation ne doivent pas perdre l'état ou la saisie en cours.,Les composants réutilisent le même modèle d'état lors du reflow.,"S01,S08,S09,S15",active,1.0.0
UXR-0154,8,Responsive et conception adaptative,MUST,P1,AUTO,"Les images, graphiques et canvas doivent avoir des dimensions fluides et des limites explicites.",Ils ne débordent pas et conservent leur alternative textuelle.,"S01,S08,S09,S15",active,1.0.0
UXR-0155,8,Responsive et conception adaptative,SHOULD,P2,SEMI,Le contenu secondaire peut être différé sur mobile pour réduire le coût réseau et cognitif.,Le chargement différé ne bloque pas la tâche principale.,"S01,S08,S09,S15",active,1.0.0
UXR-0156,8,Responsive et conception adaptative,MUST,P1,AUTO,"Les zones fixes comme topbar, bottom nav et toasts ne doivent pas masquer les actions ou le contenu.",Les safe areas et paddings compensatoires sont testés.,"S01,S08,S09,S15",active,1.0.0
UXR-0157,8,Responsive et conception adaptative,MUST,P1,AUTO,"Les états hover doivent posséder un équivalent focus, actif ou explicite sur tactile.",Aucune information nécessaire ne dépend exclusivement du survol.,"S01,S08,S09,S15",active,1.0.0
UXR-0158,8,Responsive et conception adaptative,MUST,P1,SEMI,Le responsive doit être validé avec contenu localisé plus long et direction RTL lorsque le produit le prévoit.,Les captures couvrent au moins une langue expansive et un mode RTL.,"S01,S08,S09,S15",active,1.0.0
